[2024-11-06 16:14:49] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-maxlength/bootstrap-maxlength.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-tagsinput/jquery.tagsinput.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/bootstrap-table.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/tableExport.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-treegrid/jquery.treegrid.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/export/bootstrap-table-export.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/locale/bootstrap-table-zh-CN.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel
[2024-11-06 16:14:50] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:14:58] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel/update
[2024-11-06 16:14:58] | DEBUG | app.py:print_request_info:58 | 接口请求数据:{"id":2,"number":"2","name":"B","min_score":60,"max_score":78}
[2024-11-06 16:15:44] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel/delete
[2024-11-06 16:15:44] | DEBUG | app.py:print_request_info:58 | 接口请求数据:{"id":3}
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/achievement
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.css
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.min.js
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/popper.min.js
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/animate.min.css
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/style.min.css
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.cookie.min.js
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap.min.js
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/perfect-scrollbar.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/main.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/index.min.js
[2024-11-06 16:16:22] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-notify.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/Chart.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-maxlength/bootstrap-maxlength.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/export/bootstrap-table-export.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/bootstrap-table.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/tableExport.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/locale/bootstrap-table-zh-CN.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-tagsinput/jquery.tagsinput.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-treegrid/jquery.treegrid.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/achievement
[2024-11-06 16:16:23] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/animate.min.css
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/style.min.css
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.css
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/popper.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/perfect-scrollbar.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-notify.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/index.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/main.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/Chart.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-tagsinput/jquery.tagsinput.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.cookie.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-maxlength/bootstrap-maxlength.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/bootstrap-table.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/export/bootstrap-table-export.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/tableExport.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/locale/bootstrap-table-zh-CN.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-treegrid/jquery.treegrid.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel
[2024-11-06 16:17:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:16] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel/delete
[2024-11-06 16:17:16] | DEBUG | app.py:print_request_info:58 | 接口请求数据:{"id":3}
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.css
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/animate.min.css
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/style.min.css
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/popper.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/perfect-scrollbar.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.cookie.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-notify.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/main.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/index.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/Chart.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-maxlength/bootstrap-maxlength.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-tagsinput/jquery.tagsinput.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/bootstrap-table.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/export/bootstrap-table-export.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/tableExport.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/locale/bootstrap-table-zh-CN.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-treegrid/jquery.treegrid.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel
[2024-11-06 16:17:21] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:17:30] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel/update
[2024-11-06 16:17:30] | DEBUG | app.py:print_request_info:58 | 接口请求数据:{"id":4,"number":"4","name":"C","min_score":0,"max_score":58}
[2024-11-06 16:24:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/gradelevel
[2024-11-06 16:24:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:24:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2024-11-06 16:24:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:24:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2024-11-06 16:24:10] | DEBUG | app.py:print_request_info:58 | 接口请求数据:
[2024-11-06 16:24:10] | DEBUG | app.py:print_request_info:51 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
